Date,price
2018-10-30,10198.400390625
2018-10-31,10386.599609375
2018-11-01,10380.4501953125
2018-11-02,10553.0
2018-11-05,10524.0
2018-11-06,10530.0
2018-11-07,10598.400390625
2018-11-09,10585.2001953125
2018-11-12,10482.2001953125
2018-11-13,10582.5
2018-11-14,10576.2998046875
2018-11-15,10616.7001953125
2018-11-16,10682.2001953125
2018-11-19,10763.400390625
2018-11-20,10656.2001953125
2018-11-21,10600.0498046875
2018-11-22,10526.75
2018-11-26,10628.599609375
2018-11-27,10685.599609375
2018-11-28,10728.849609375
2018-11-29,10858.7001953125
2018-11-30,10876.75
2018-12-03,10883.75
2018-12-04,10869.5
2018-12-05,10782.900390625
2018-12-06,10601.150390625
2018-12-07,10693.7001953125
2018-12-10,10488.4501953125
2018-12-11,10549.150390625
2018-12-12,10737.599609375
2018-12-13,10791.5498046875
2018-12-14,10805.4501953125
2018-12-17,10888.349609375
2018-12-18,10908.7001953125
2018-12-19,10967.2998046875
2018-12-20,10951.7001953125
2018-12-21,10754.0
2018-12-24,10663.5
2018-12-26,10729.849609375
2018-12-27,10779.7998046875
2018-12-28,10859.900390625
2018-12-31,10862.5498046875
2019-01-02,10792.5
2019-01-03,10672.25
2019-01-04,10727.349609375
2019-01-07,10771.7998046875
2019-01-08,10802.150390625
2019-01-09,10855.150390625
2019-01-10,10821.599609375
2019-01-11,10794.9501953125
2019-01-14,10737.599609375
2019-01-15,10886.7998046875
2019-01-16,10890.2998046875
2019-01-17,10905.2001953125
2019-01-18,10906.9501953125
2019-01-21,10961.849609375
2019-01-22,10922.75
2019-01-23,10831.5
2019-01-24,10849.7998046875
2019-01-25,10780.5498046875
2019-01-28,10661.5498046875
2019-01-29,10652.2001953125
2019-01-30,10651.7998046875
2019-01-31,10830.9501953125
2019-02-01,10893.650390625
2019-02-04,10912.25
2019-02-05,10934.349609375
2019-02-06,11062.4501953125
2019-02-07,11069.400390625
2019-02-08,10943.599609375
2019-02-11,10888.7998046875
2019-02-12,10831.400390625
2019-02-14,10746.0498046875
2019-02-15,10724.400390625
2019-02-18,10640.9501953125
2019-02-19,10604.349609375
2019-02-20,10735.4501953125
2019-02-21,10789.849609375
2019-02-22,10791.650390625
2019-02-25,10880.099609375
2019-02-26,10835.2998046875
2019-02-27,10806.650390625
2019-02-28,10792.5
2019-03-01,10863.5
2019-03-05,10987.4501953125
2019-03-06,11053.0
2019-03-07,11058.2001953125
2019-03-08,11035.400390625
2019-03-11,11168.0498046875
2019-03-12,11301.2001953125
2019-03-13,11341.7001953125
2019-03-14,11343.25
2019-03-15,11426.849609375
2019-03-18,11462.2001953125
2019-03-19,11532.400390625
2019-03-20,11521.0498046875
2019-03-22,11456.900390625
2019-03-25,11354.25
2019-03-26,11483.25
2019-03-27,11445.0498046875
2019-03-28,11570.0
2019-04-01,11669.150390625
2019-04-02,11713.2001953125
2019-04-03,11643.9501953125
2019-04-04,11598.0
2019-04-05,11665.9501953125
2019-04-08,11604.5
2019-04-09,11671.9501953125
2019-04-10,11584.2998046875
2019-04-11,11596.7001953125
2019-04-12,11643.4501953125
2019-04-15,11690.349609375
2019-04-16,11787.150390625
2019-04-18,11752.7998046875
2019-04-22,11594.4501953125
2019-04-23,11575.9501953125
2019-04-24,11726.150390625
2019-04-25,11641.7998046875
2019-04-26,11754.650390625
2019-04-30,11748.150390625
2019-05-02,11724.75
2019-05-03,11712.25
2019-05-06,11598.25
2019-05-07,11497.900390625
2019-05-08,11359.4501953125
2019-05-09,11301.7998046875
2019-05-10,11278.900390625
2019-05-13,11148.2001953125
2019-05-14,11222.0498046875
2019-05-15,11157.0
2019-05-16,11257.099609375
2019-05-17,11407.150390625
2019-05-20,11828.25
2019-05-21,11709.099609375
2019-05-22,11737.900390625
2019-05-23,11657.0498046875
2019-05-24,11844.099609375
2019-05-27,11924.75
2019-05-28,11928.75
2019-05-29,11861.099609375
2019-05-30,11945.900390625
2019-05-31,11922.7998046875
2019-06-03,12088.5498046875
2019-06-04,12021.650390625
2019-06-06,11843.75
2019-06-07,11870.650390625
2019-06-10,11922.7001953125
2019-06-11,11965.599609375
2019-06-12,11906.2001953125
2019-06-13,11914.0498046875
2019-06-14,11823.2998046875
2019-06-17,11672.150390625
2019-06-18,11691.5
2019-06-19,11691.4501953125
2019-06-20,11831.75
2019-06-21,11724.099609375
2019-06-24,11699.650390625
2019-06-25,11796.4501953125
2019-06-26,11847.5498046875
2019-06-27,11841.5498046875
2019-06-28,11788.849609375
2019-07-01,11865.599609375
2019-07-02,11910.2998046875
2019-07-03,11916.75
2019-07-04,11946.75
2019-07-05,11811.150390625
2019-07-08,11558.599609375
2019-07-09,11555.900390625
2019-07-10,11498.900390625
2019-07-11,11582.900390625
2019-07-12,11552.5
2019-07-15,11588.349609375
2019-07-16,11662.599609375
2019-07-17,11687.5
2019-07-18,11596.900390625
2019-07-19,11419.25
2019-07-22,11346.2001953125
2019-07-23,11331.0498046875
2019-07-24,11271.2998046875
2019-07-25,11252.150390625
2019-07-26,11284.2998046875
2019-07-29,11189.2001953125
2019-07-30,11085.400390625
2019-07-31,11118.0
2019-08-01,10980.0
2019-08-02,10997.349609375
2019-08-05,10862.599609375
2019-08-06,10948.25
2019-08-07,10855.5
2019-08-08,11032.4501953125
2019-08-09,11109.650390625
2019-08-13,10925.849609375
2019-08-14,11029.400390625
2019-08-16,11047.7998046875
2019-08-19,11053.900390625
2019-08-20,11017.0
2019-08-21,10918.7001953125
2019-08-22,10741.349609375
2019-08-23,10829.349609375
2019-08-26,11057.849609375
2019-08-27,11105.349609375
2019-08-28,11046.099609375
2019-08-29,10948.2998046875
2019-08-30,11023.25
2019-09-03,10797.900390625
2019-09-04,10844.650390625
2019-09-05,10847.900390625
2019-09-06,10946.2001953125
2019-09-09,11003.0498046875
2019-09-11,11035.7001953125
2019-09-12,10982.7998046875
2019-09-13,11075.900390625
2019-09-16,11003.5
2019-09-17,10817.599609375
2019-09-18,10840.650390625
2019-09-19,10704.7998046875
2019-09-20,11274.2001953125
2019-09-23,11600.2001953125
2019-09-24,11588.2001953125
2019-09-25,11440.2001953125
2019-09-26,11571.2001953125
2019-09-27,11512.400390625
2019-09-30,11474.4501953125
2019-10-01,11359.900390625
2019-10-03,11314.0
2019-10-04,11174.75
2019-10-07,11126.400390625
2019-10-09,11313.2998046875
2019-10-10,11234.5498046875
2019-10-11,11305.0498046875
2019-10-14,11341.150390625
2019-10-15,11428.2998046875
2019-10-16,11464.0
2019-10-17,11586.349609375
2019-10-18,11661.849609375
2019-10-22,11588.349609375
2019-10-23,11604.099609375
2019-10-24,11582.599609375
2019-10-25,11583.900390625
2019-10-29,11786.849609375
2019-10-30,11844.099609375
2019-10-31,11877.4501953125
2019-11-01,11890.599609375
2019-11-04,11941.2998046875
2019-11-05,11917.2001953125
2019-11-06,11966.0498046875
2019-11-07,12012.0498046875
2019-11-08,11908.150390625
2019-11-11,11913.4501953125
2019-11-13,11840.4501953125
2019-11-14,11872.099609375
2019-11-15,11895.4501953125
2019-11-18,11884.5
2019-11-19,11940.099609375
2019-11-20,11999.099609375
2019-11-21,11968.400390625
2019-11-22,11914.400390625
2019-11-25,12073.75
2019-11-26,12037.7001953125
2019-11-27,12100.7001953125
2019-11-28,12151.150390625
2019-11-29,12056.0498046875
2019-12-02,12048.2001953125
2019-12-03,11994.2001953125
2019-12-04,12043.2001953125
2019-12-05,12018.400390625
2019-12-06,11921.5
2019-12-09,11937.5
2019-12-10,11856.7998046875
2019-12-11,11910.150390625
2019-12-12,11971.7998046875
2019-12-13,12086.7001953125
2019-12-16,12053.9501953125
2019-12-17,12165.0
2019-12-18,12221.650390625
2019-12-19,12259.7001953125
2019-12-20,12271.7998046875
2019-12-23,12262.75
2019-12-24,12214.5498046875
2019-12-26,12126.5498046875
2019-12-27,12245.7998046875
2019-12-30,12255.849609375
2019-12-31,12168.4501953125
2020-01-01,12182.5
2020-01-02,12282.2001953125
2020-01-03,12226.650390625
2020-01-06,11993.0498046875
2020-01-07,12052.9501953125
2020-01-08,12025.349609375
2020-01-09,12215.900390625
2020-01-10,12256.7998046875
2020-01-13,12329.5498046875
2020-01-14,12362.2998046875
2020-01-15,12343.2998046875
2020-01-16,12355.5
2020-01-17,12352.349609375
2020-01-20,12224.5498046875
2020-01-21,12169.849609375
2020-01-22,12106.900390625
2020-01-23,12180.349609375
2020-01-24,12248.25
2020-01-27,12119.0
2020-01-28,12055.7998046875
2020-01-29,12129.5
2020-01-30,12035.7998046875
2020-01-31,11962.099609375
2020-02-03,11707.900390625
2020-02-04,11979.650390625
2020-02-05,12089.150390625
2020-02-06,12137.9501953125
2020-02-07,12098.349609375
2020-02-10,12031.5
2020-02-11,12107.900390625
2020-02-12,12201.2001953125
2020-02-13,12174.650390625
2020-02-14,12113.4501953125
2020-02-17,12045.7998046875
2020-02-18,11992.5
2020-02-19,12125.900390625
2020-02-20,12080.849609375
2020-02-24,11829.400390625
2020-02-25,11797.900390625
2020-02-26,11678.5
2020-02-27,11633.2998046875
2020-02-28,11201.75
2020-03-02,11132.75
2020-03-03,11303.2998046875
2020-03-04,11251.0
2020-03-05,11269.0
2020-03-06,10989.4501953125
2020-03-09,10451.4501953125
2020-03-11,10458.400390625
2020-03-12,9590.150390625
2020-03-13,9955.2001953125
2020-03-16,9197.400390625
2020-03-17,8967.0498046875
2020-03-18,8468.7998046875
2020-03-19,8263.4501953125
2020-03-20,8745.4501953125
2020-03-23,7610.25
2020-03-24,7801.0498046875
2020-03-25,8317.849609375
2020-03-26,8641.4501953125
2020-03-27,8660.25
2020-03-30,8281.099609375
2020-03-31,8597.75
2020-04-01,8253.7998046875
2020-04-03,8083.7998046875
2020-04-07,8792.2001953125
2020-04-08,8748.75
2020-04-09,9111.900390625
2020-04-13,8993.849609375
2020-04-15,8925.2998046875
2020-04-16,8992.7998046875
2020-04-17,9266.75
2020-04-20,9261.849609375
2020-04-21,8981.4501953125
2020-04-22,9187.2998046875
2020-04-23,9313.900390625
2020-04-24,9154.400390625
2020-04-27,9282.2998046875
2020-04-28,9380.900390625
2020-04-29,9553.349609375
2020-04-30,9859.900390625
2020-05-04,9293.5
2020-05-05,9205.599609375
2020-05-06,9270.900390625
2020-05-07,9199.0498046875
2020-05-08,9251.5
2020-05-11,9239.2001953125
2020-05-12,9196.5498046875
2020-05-13,9383.5498046875
2020-05-14,9142.75
2020-05-15,9136.849609375
2020-05-18,8823.25
2020-05-19,8879.099609375
2020-05-20,9066.5498046875
2020-05-21,9106.25
2020-05-22,9039.25
2020-05-26,9029.0498046875
2020-05-27,9314.9501953125
2020-05-28,9490.099609375
2020-05-29,9580.2998046875
2020-06-01,9826.150390625
2020-06-02,9979.099609375
2020-06-03,10061.5498046875
2020-06-04,10029.099609375
2020-06-05,10142.150390625
2020-06-08,10167.4501953125
2020-06-09,10046.650390625
2020-06-10,10116.150390625
2020-06-11,9902.0
2020-06-12,9972.900390625
2020-06-15,9813.7001953125
2020-06-16,9914.0
2020-06-17,9881.150390625
2020-06-18,10091.650390625
2020-06-19,10244.400390625
2020-06-22,10311.2001953125
2020-06-23,10471.0
2020-06-24,10305.2998046875
2020-06-25,10288.900390625
2020-06-26,10383.0
2020-06-29,10312.400390625
2020-06-30,10302.099609375
2020-07-01,10430.0498046875
2020-07-02,10551.7001953125
2020-07-03,10607.349609375
2020-07-06,10763.650390625
2020-07-07,10799.650390625
2020-07-08,10705.75
2020-07-09,10813.4501953125
2020-07-10,10768.0498046875
2020-07-13,10802.7001953125
2020-07-14,10607.349609375
2020-07-15,10618.2001953125
2020-07-16,10739.9501953125
2020-07-17,10901.7001953125
2020-07-20,11022.2001953125
2020-07-21,11162.25
2020-07-22,11132.599609375
2020-07-23,11215.4501953125
2020-07-24,11194.150390625
2020-07-27,11131.7998046875
2020-07-28,11300.5498046875
2020-07-29,11202.849609375
2020-07-30,11102.150390625
2020-07-31,11073.4501953125
2020-08-03,10891.599609375
2020-08-04,11095.25
2020-08-05,11101.650390625
2020-08-06,11200.150390625
2020-08-07,11214.0498046875
2020-08-10,11270.150390625
2020-08-11,11322.5
2020-08-12,11308.400390625
2020-08-13,11300.4501953125
2020-08-14,11178.400390625
2020-08-17,11247.099609375
2020-08-18,11385.349609375
2020-08-19,11408.400390625
2020-08-20,11312.2001953125
2020-08-21,11371.599609375
2020-08-24,11466.4501953125
2020-08-25,11472.25
2020-08-26,11549.599609375
2020-08-27,11559.25
2020-08-28,11647.599609375
2020-08-31,11387.5
2020-09-01,11470.25
2020-09-02,11535.0
2020-09-03,11527.4501953125
2020-09-04,11333.849609375
2020-09-07,11355.0498046875
2020-09-08,11317.349609375
2020-09-09,11278.0
2020-09-10,11449.25
2020-09-11,11464.4501953125
2020-09-14,11440.0498046875
2020-09-15,11521.7998046875
2020-09-16,11604.5498046875
2020-09-17,11516.099609375
2020-09-18,11504.9501953125
2020-09-21,11250.5498046875
2020-09-22,11153.650390625
2020-09-23,11131.849609375
2020-09-24,10805.5498046875
2020-09-25,11050.25
2020-09-28,11227.5498046875
2020-09-29,11222.400390625
2020-09-30,11247.5498046875
2020-10-01,11416.9501953125
2020-10-05,11503.349609375
2020-10-06,11662.400390625
2020-10-07,11738.849609375
2020-10-08,11834.599609375
2020-10-09,11914.2001953125
2020-10-12,11930.9501953125
2020-10-13,11934.5
2020-10-14,11971.0498046875
2020-10-15,11680.349609375
2020-10-16,11762.4501953125
2020-10-19,11873.0498046875
2020-10-20,11896.7998046875
2020-10-21,11937.650390625
2020-10-22,11896.4501953125
2020-10-23,11930.349609375
2020-10-26,11767.75
2020-10-27,11889.400390625
2020-10-28,11729.599609375
2020-10-29,11670.7998046875
2020-10-30,11642.400390625
2020-11-02,11669.150390625
2020-11-03,11813.5
2020-11-04,11908.5
2020-11-05,12120.2998046875
2020-11-06,12263.5498046875
2020-11-09,12461.0498046875
2020-11-10,12631.099609375
2020-11-11,12749.150390625
2020-11-12,12690.7998046875
2020-11-13,12719.9501953125
2020-11-17,12874.2001953125
2020-11-18,12938.25
2020-11-19,12771.7001953125
2020-11-20,12859.0498046875
2020-11-23,12926.4501953125
2020-11-24,13055.150390625
2020-11-25,12858.400390625
2020-11-26,12987.0
2020-11-27,12968.9501953125
2020-12-01,13109.0498046875
2020-12-02,13113.75
2020-12-03,13133.900390625
2020-12-04,13258.5498046875
2020-12-07,13355.75
2020-12-08,13392.9501953125
2020-12-09,13529.099609375
2020-12-10,13478.2998046875
2020-12-11,13513.849609375
2020-12-14,13558.150390625
2020-12-15,13567.849609375
2020-12-16,13682.7001953125
2020-12-17,13740.7001953125
2020-12-18,13760.5498046875
2020-12-21,13328.400390625
2020-12-22,13466.2998046875
2020-12-23,13601.099609375
2020-12-24,13749.25
2020-12-28,13873.2001953125
2020-12-29,13932.599609375
2020-12-30,13981.9501953125
2020-12-31,13981.75
2021-01-04,14132.900390625
2021-01-05,14199.5
2021-01-06,14146.25
2021-01-07,14137.349609375
2021-01-08,14347.25
2021-01-11,14484.75
2021-01-12,14563.4501953125
2021-01-13,14564.849609375
2021-01-14,14595.599609375
2021-01-15,14433.7001953125
2021-01-18,14281.2998046875
2021-01-19,14521.150390625
2021-01-20,14644.7001953125
2021-01-21,14590.349609375
2021-01-22,14371.900390625
2021-01-25,14238.900390625
2021-01-27,13967.5
2021-01-28,13817.5498046875
2021-01-29,13634.599609375
2021-02-01,14281.2001953125
2021-02-02,14647.849609375
2021-02-03,14789.9501953125
2021-02-04,14895.650390625
2021-02-05,14924.25
2021-02-08,15115.7998046875
2021-02-09,15109.2998046875
2021-02-10,15106.5
2021-02-11,15173.2998046875
2021-02-12,15163.2998046875
2021-02-15,15314.7001953125
2021-02-16,15313.4501953125
2021-02-17,15208.900390625
2021-02-18,15118.9501953125
2021-02-19,14981.75
2021-02-22,14675.7001953125
2021-02-23,14707.7998046875
2021-02-24,14982.0
2021-02-25,15097.349609375
2021-02-26,14529.150390625
2021-03-01,14761.5498046875
2021-03-02,14919.099609375
2021-03-03,15245.599609375
2021-03-04,15080.75
2021-03-05,14938.099609375
2021-03-08,14956.2001953125
2021-03-09,15098.400390625
2021-03-10,15174.7998046875
2021-03-12,15030.9501953125
2021-03-15,14929.5
2021-03-16,14910.4501953125
2021-03-17,14721.2998046875
2021-03-18,14557.849609375
2021-03-19,14744.0
2021-03-22,14736.400390625
2021-03-23,14814.75
2021-03-24,14549.400390625
2021-03-25,14324.900390625
2021-03-26,14507.2998046875
2021-03-30,14845.099609375
2021-03-31,14690.7001953125
2021-04-01,14867.349609375
2021-04-05,14637.7998046875
2021-04-06,14683.5
2021-04-07,14819.0498046875
2021-04-08,14873.7998046875
2021-04-09,14834.849609375
2021-04-12,14310.7998046875
